id_lancamento,data_lancamento,id_centro_custo,id_categoria,id_fornecedor,id_campanha_marketing,valor_lancamento,status_pagamento
1205,2023-06-28,1,102,14,,3811.36,Paga
1206,2023-06-28,2,107,2,,2369.4,Paga
1207,2023-06-28,6,130,17,,1997.09,Paga
1208,2023-06-28,1,105,1,,1714.95,Pago
1209,2023-06-28,7,132,8,,1244.12,Paga
1210,2023-06-28,4,116,15,,2894.23,Pago
1211,2023-06-28,10,149,11,,2612.14,Paga
1212,2023-06-28,6,128,18,,1516.19,Paga
1213,2023-06-28,3,114,16,,1171.63,Pago
1214,2023-06-28,9,143,11,,515.75,PAGO
1215,2023-06-29,8,136,1,,792.42,PAGO
1216,2023-06-29,5,125,4,,3027.4,Pago
1217,2023-06-29,2,109,13,,1029.56,Pago
1218,2023-06-29,9,144,12,,1537.69,Pago
1219,2023-06-29,2,108,15,,2108.76,PAGO
1220,2023-06-29,5,124,15,,-796.48,Pago
1221,2023-06-29,3,111,1,,1656.74,PAGO
1222,2023-06-29,10,147,14,,726.57,PAGO
1223,2023-06-29,1,103,12,,2517.29,Pago
1224,2023-06-29,1,105,6,,3557.35,PAGO
1225,2023-06-29,8,138,11,,2947.63,Pago
1226,2023-06-29,3,113,20,,446.29,Pago
1227,2023-06-30,4,117,6,,3896.66,PAGO
1228,2023-06-30,999,119,17,,2943.78,Pago
1229,2023-06-30,8,139,20,,467.39,Paga
1230,2023-06-30,9,141,2,,1866.38,PAGO
1231,2023-06-30,6,129,4,,2923.17,PAGO
1232,2023-06-30,3,113,14,,3080.17,PAGO
1233,2023-06-30,6,127,3,,3669.3,Paga
1234,2023-06-30,8,139,15,,3059.51,Paga
1235,2023-06-30,5,125,8,,1246.14,Pago
1236,2023-06-30,6,130,10,,1578.35,Paga
1237,2023-06-30,8,139,10,,2758.46,Pago
1238,2023-06-30,7,133,1,,2619.7,Pago
1239,2023-07-01,6,130,12,,3032.74,PAGO
1240,2023-07-01,3,115,6,,3439.92,Paga
1241,2023-07-01,9,144,10,,866.47,Paga
1242,2023-07-02,4,117,15,,1257.6,PAGO
1243,2023-07-02,10,146,2,,3391.91,PAGO
1244,2023-07-03,2,108,3,,2128.18,Paga
1245,2023-07-03,1,104,8,,2353.47,Pago
1246,2023-07-03,4,119,3,,874.24,PAGO
1247,2023-07-03,3,115,15,,1350.49,Pago
1248,2023-07-03,2,110,4,,3550.23,Pago
1249,2023-07-03,8,136,19,,2008.94,Pago
1250,2023-07-03,1,105,19,,1833.07,Pago
1251,2023-07-03,10,149,6,,3970.5,Paga
1252,2023-07-03,6,130,8,,2036.46,Paga
1253,2023-07-03,6,128,6,,2775.8,PAGO
1254,2023-07-03,8,136,14,,1412.99,PAGO
1255,2023-07-04,2,109,8,,1501.24,PAGO
1256,2023-07-04,4,118,20,,2106.76,Paga
1257,2023-07-04,4,120,6,,2753.17,Paga
1258,2023-07-04,10,147,9,,1437.59,PAGO
1259,2023-07-04,4,118,11,,1993.53,Paga
1260,2023-07-04,8,138,2,,-1816.13,Paga
1261,2023-07-04,7,133,7,,2654.01,Pago
1262,2023-07-04,4,118,18,,1320.23,Paga
1263,2023-07-04,9,142,8,,3230.4,PAGO
1264,2023-07-05,6,129,13,,3777.68,PAGO
1265,2023-07-05,8,137,11,,1264.54,PAGO
1266,2023-07-05,5,125,11,,1603.91,Paga
1267,2023-07-05,7,132,8,,3521.01,PAGO
1268,2023-07-05,6,130,1,,2277.02,PAGO
1269,2023-07-05,3,111,15,,3508.76,PAGO
1270,2023-07-05,4,117,9,,1420.82,Pago
1271,2023-07-06,10,146,2,,733.03,PAGO
1272,2023-07-06,9,141,17,,3669.33,PAGO
1273,2023-07-06,6,130,3,,2069.64,PAGO
1274,2023-07-06,9,141,20,,2220.7,PAGO
1275,2023-07-06,4,116,5,,3115.04,Paga
1276,2023-07-06,6,126,14,,890.36,PAGO
1277,2023-07-06,1,104,11,,2384.0,Pago
1278,2023-07-06,7,132,7,,1183.64,Pago
1279,2023-07-06,10,148,7,,3594.33,PAGO
1280,2023-07-07,3,111,12,,299.65,PAGO
1281,2023-07-07,2,108,9,,3508.11,Pago
1282,2023-07-07,4,117,13,,3134.91,Pago
1283,2023-07-07,1,104,7,,3496.62,PAGO
1284,2023-07-07,4,119,17,,2442.83,Pago
1285,2023-07-07,2,107,11,,3075.1,Pago
1286,2023-07-07,7,132,4,,999.24,Pago
1287,2023-07-07,8,136,10,,227.57,Paga
1288,2023-07-07,2,109,13,,3794.57,PAGO
1289,2023-07-08,1,103,1,,2972.59,Paga
1290,2023-07-08,3,115,7,,791.88,PAGO
1291,2023-07-08,5,123,5,,2546.71,Pago
1292,2023-07-08,3,113,13,,3540.49,Pago
1293,2023-07-09,5,125,5,,1420.08,Pago
1294,2023-07-09,7,131,12,,2250.0,PAGO
1295,2023-07-09,4,116,18,,1795.55,Pago
1296,2023-07-10,3,115,5,,3275.82,Pago
1297,2023-07-10,6,130,19,,1589.21,PAGO
1298,2023-07-10,4,117,4,,1033.38,Pago
1299,2023-07-10,7,133,10,,3570.29,Pago
1300,2023-07-10,6,129,5,,2739.75,PAGO
1301,2023-07-10,6,129,13,,1624.13,Pago
1302,2023-07-10,1,102,6,,3922.22,Pago
1303,2023-07-10,7,133,19,,244.51,Paga
1304,2023-07-10,7,134,9,,3972.26,Paga
1305,2023-07-10,9,143,18,,1481.57,Pago
1306,2023-07-10,8,136,14,,2738.45,Paga
1307,2023-07-10,1,105,10,,679.67,Pago
1308,2023-07-11,6,128,17,,1919.75,PAGO
1309,2023-07-11,3,114,1,,3316.1,PAGO
1310,2023-07-11,4,118,18,,2197.18,Pago
1311,2023-07-11,6,130,20,,1075.61,PAGO
1312,2023-07-11,4,117,13,,2255.12,PAGO
1313,2023-07-11,5,124,10,,3623.64,Paga
1314,2023-07-11,1,101,20,,1155.05,PAGO
1315,2023-07-12,1,104,8,,733.15,Paga
1316,2023-07-12,7,132,8,,2655.12,Paga
1317,2023-07-12,5,122,7,,3592.03,Pago
1318,2023-07-12,8,137,4,,2754.5,Paga
1319,2023-07-12,10,149,15,,1082.29,Paga
1320,2023-07-12,3,111,13,,3544.86,PAGO
1321,2023-07-13,2,109,10,,1818.46,Pago
1322,2023-07-13,4,120,16,,591.59,PAGO
1323,2023-07-13,7,134,9,,415.28,Pago
1324,2023-07-13,5,125,4,,1449.55,PAGO
1325,2023-07-13,8,137,16,,2425.98,Pago
1326,2023-07-13,9,145,2,,3382.17,Paga
1327,2023-07-13,10,146,8,,2443.3,PAGO
1328,2023-07-13,6,130,12,,2755.92,PAGO
1329,2023-07-13,8,139,14,,2378.71,PAGO
1330,2023-07-14,4,120,1,,886.8,PAGO
1331,2023-07-14,8,138,15,,1562.64,PAGO
1332,2023-07-14,1,103,18,,1941.18,PAGO
1333,2023-07-14,6,129,20,,3062.61,Pago
1334,2023-07-14,9,142,11,,1402.83,Paga
1335,2023-07-15,3,114,12,,968.17,PAGO
1336,2023-07-15,3,112,18,,1426.49,Pago
1337,2023-07-15,5,125,20,,2245.37,Paga
1338,2023-07-15,7,133,4,,753.91,Paga
1339,2023-07-16,10,150,18,,3888.83,Paga
1340,2023-07-16,3,113,8,,300.16,Pago
1341,2023-07-16,8,137,15,,752.43,Paga
1342,2023-07-17,9,145,19,,3993.82,Pago
1343,2023-07-17,7,133,8,,2885.63,Paga
1344,2023-07-17,6,130,8,,1556.88,PAGO
1345,2023-07-17,9,145,20,,689.31,PAGO
1346,2023-07-17,4,118,9,,2926.75,PAGO
1347,2023-07-17,10,146,6,,1948.91,Paga
1348,2023-07-17,1,105,5,,1904.18,PAGO
1349,2023-07-17,2,108,1,,448.57,PAGO
1350,2023-07-17,10,149,18,,1837.15,Pago
1351,2023-07-17,5,123,19,,1083.74,PAGO
1352,2023-07-17,6,126,3,,3889.38,Pago
1353,2023-07-18,9,144,6,,2975.45,PAGO
1354,2023-07-18,3,111,13,,2667.75,Paga
1355,2023-07-18,10,149,4,,3258.67,Paga
1356,2023-07-18,5,123,13,,874.16,Paga
1357,2023-07-18,4,117,17,,1534.56,PAGO
1358,2023-07-18,5,121,6,,3541.34,Pago
1359,2023-07-19,9,141,12,,217.71,Paga
1360,2023-07-19,2,107,4,,916.23,PAGO
1361,2023-07-19,3,115,6,,1621.84,Pago
1362,2023-07-19,9,142,4,,3294.57,Paga
1363,2023-07-19,5,123,16,,609.54,PAGO
1364,2023-07-20,10,147,13,,3989.9,Paga
1365,2023-07-20,8,136,16,,2741.08,Pago
1366,2023-07-20,4,119,19,,358.04,Pago
1367,2023-07-20,2,110,18,,545.62,PAGO
1368,2023-07-20,9,144,7,,3076.31,PAGO
1369,2023-07-20,5,124,18,,1736.1,Paga
1370,2023-07-20,8,140,2,,1677.47,Paga
1371,2023-07-20,9,141,18,,914.7,Pago
1372,2023-07-21,6,126,18,,2230.31,Pago
1373,2023-07-21,1,104,2,,3006.45,PAGO
1374,2023-07-21,4,116,7,,1937.49,Pago
1375,2023-07-21,8,137,4,,2370.35,PAGO
1376,2023-07-21,5,121,13,,3636.7,PAGO
1377,2023-07-21,4,118,9,,3686.82,Paga
1378,2023-07-21,7,135,9,,2898.66,PAGO
1379,2023-07-22,1,104,16,,3329.51,Paga
1380,2023-07-22,5,125,8,,239.63,PAGO
1381,2023-07-22,2,106,9,,638.06,Paga
1382,2023-07-22,7,133,13,,2237.79,Paga
1383,2023-07-23,2,110,4,,3416.53,Pago
1384,2023-07-23,2,107,8,,344.52,Paga
1385,2023-07-24,10,148,17,,1864.81,Pago
1386,2023-07-24,4,117,9,,2954.66,Pago
1387,2023-07-24,3,113,17,,1955.73,PAGO
1388,2023-07-24,2,107,15,,899.06,Pago
1389,2023-07-24,2,107,2,,2486.31,Paga
1390,2023-07-24,2,106,11,,1757.71,PAGO
1391,,6,126,2,,-745.25,Pago
1392,2023-07-24,7,135,1,,654.64,Pago
1393,2023-07-24,8,140,8,,2650.2,Paga
1394,2023-07-24,8,140,18,,1150.16,PAGO
1395,2023-07-24,6,127,9,,748.75,PAGO
1396,2023-07-25,6,126,18,,1840.6,Paga
1397,2023-07-25,4,119,14,,675.09,PAGO
1398,2023-07-25,8,139,5,,1886.79,Paga
1399,2023-07-25,9,142,20,,1134.83,PAGO
1400,2023-07-25,6,129,16,,2283.18,Paga
1401,2023-07-25,2,110,14,,2678.5,Paga
1402,2023-07-25,1,102,14,,1025.28,PAGO
1403,2023-07-26,8,136,19,,2837.08,Paga
1404,2023-07-26,3,114,5,,2385.26,Pago
1405,2023-07-26,8,138,4,,2519.36,PAGO
1406,2023-07-26,2,106,12,,281.57,Pago
1407,2023-07-26,4,117,19,,3840.24,Paga
1408,2023-07-26,8,139,5,,1486.76,Pago
1409,2023-07-26,3,114,9,,650.07,PAGO
1410,2023-07-27,2,107,13,,3654.9,Pago
1411,2023-07-27,8,137,19,,3115.12,PAGO
1412,2023-07-27,10,147,11,,1899.87,Pago
1413,2023-07-27,2,108,4,,461.78,Pago
1414,2023-07-27,4,118,20,,1310.93,Pago
1415,2023-07-27,10,149,17,,3968.47,Paga
1416,2023-07-27,1,104,15,,1410.56,Pago
1417,2023-07-27,7,133,11,,353.73,PAGO
1418,2023-07-28,3,115,13,,240.58,PAGO
1419,2023-07-28,7,131,14,,2842.1,Paga
1420,2023-07-28,7,133,9,,702.89,Paga
1421,2023-07-28,2,109,4,,3691.35,Pago
1422,2023-07-28,1,102,19,,3263.66,Pago
1423,2023-07-29,2,106,3,,236.65,Pago
1424,2023-07-29,3,115,20,,2579.28,Paga
1425,2023-07-30,1,102,3,,958.18,PAGO
1426,2023-07-31,7,132,16,,998.83,PAGO
1427,2023-07-31,4,119,2,,2500.74,Pago
1428,2023-07-31,8,137,18,,2128.82,Pago
1429,2023-07-31,10,147,8,,2859.87,PAGO
1430,2023-07-31,3,114,7,,2614.13,PAGO
1431,2023-08-01,999,123,10,,2994.68,PAGO
1432,2023-08-01,3,111,14,,434.15,Paga
1433,2023-08-01,2,109,20,2.0,856.77,Pago
1434,2023-08-01,2,110,10,2.0,4405.27,Paga
1435,2023-08-01,8,138,12,,2274.48,PAGO
1436,2023-08-01,7,134,15,,3543.9,Paga
1437,2023-08-01,8,139,5,,780.2,PAGO
1438,2023-08-01,6,129,6,,3961.1,PAGO
1439,2023-08-01,3,115,11,,3794.96,Pago
1440,2023-08-01,4,116,8,,2089.83,Pago
1441,2023-08-01,4,119,2,,2505.93,Paga
1442,2023-08-02,2,106,7,2.0,13038.16,PAGO
1443,2023-08-02,7,134,20,,249.28,Paga
1444,2023-08-02,7,135,5,,663.02,Pago
1445,2023-08-02,6,130,11,,3887.64,Pago
1446,2023-08-02,4,118,11,,2608.71,Paga
1447,2023-08-02,4,117,20,,3868.8,PAGO
1448,2023-08-02,4,117,13,,2056.63,Paga
1449,2023-08-02,3,115,9,,1422.29,PAGO
1450,2023-08-02,2,109,16,2.0,4010.02,Paga
1451,2023-08-02,4,117,9,,2605.67,Paga
1452,2023-08-03,8,138,20,,2498.13,PAGO
1453,2023-08-03,10,146,10,,1323.35,Pago
1454,2023-08-03,4,119,1,,1807.37,Pago
1455,2023-08-03,7,131,15,,1600.8,Pago
1456,2023-08-03,6,126,6,,3760.23,Paga
1457,2023-08-03,10,147,12,,1426.65,Pago
1458,2023-08-03,3,113,13,,3360.86,Paga
1459,2023-08-03,3,113,2,,2529.71,Pago
1460,2023-08-03,9,141,5,,2946.55,PAGO
1461,2023-08-03,2,110,14,2.0,2813.64,Pago
1462,2023-08-04,2,109,3,2.0,3658.32,Paga
1463,2023-08-04,4,119,1,,804.43,Paga
1464,2023-08-04,1,102,5,,2019.03,Pago
1465,2023-08-04,9,143,16,,1427.21,PAGO
1466,2023-08-04,1,104,16,,2290.12,Pago
1467,2023-08-04,1,103,13,,2866.93,PAGO
1468,2023-08-04,4,117,17,,2237.67,PAGO
1469,2023-08-04,7,132,13,,3372.32,PAGO
1470,2023-08-04,2,108,4,2.0,5540.1,PAGO
1471,2023-08-04,1,104,10,,3257.62,PAGO
1472,2023-08-05,10,148,9,,1571.57,Pago
1473,2023-08-05,4,120,16,,290.49,Pago
1474,2023-08-06,6,129,20,,3940.07,PAGO
1475,2023-08-06,5,122,1,,495.16,Pago
1476,2023-08-06,5,121,12,,1353.1,Paga
1477,2023-08-06,4,117,1,,3889.57,PAGO
1478,2023-08-07,1,101,7,,1347.79,Paga
1479,2023-08-07,2,106,19,2.0,13698.59,Pago
1480,2023-08-07,9,143,7,,1226.25,PAGO
1481,2023-08-07,2,109,1,2.0,5718.97,Paga
1482,2023-08-07,10,146,9,,2695.12,Paga
1483,,1,103,2,,3860.12,Pago
1484,2023-08-07,10,149,2,,2323.99,PAGO
1485,2023-08-07,5,123,12,,535.98,Paga
1486,2023-08-07,9,145,12,,753.64,PAGO
1487,2023-08-08,6,128,12,,761.01,PAGO
1488,2023-08-08,7,131,18,,2488.18,Pago
1489,2023-08-08,3,111,6,,1505.12,PAGO
1490,2023-08-08,10,147,4,,3913.48,Pago
1491,2023-08-08,9,145,6,,359.52,Pago
1492,2023-08-08,4,118,13,,2058.88,Paga
1493,2023-08-08,9,144,8,,1032.47,Paga
1494,2023-08-08,8,137,4,,3370.53,Pago
1495,2023-08-08,8,137,7,,3680.21,PAGO
1496,2023-08-08,9,141,6,,3815.89,Pago
1497,2023-08-08,2,106,20,2.0,4538.25,Paga
1498,2023-08-08,5,123,20,,1673.44,Pago
1499,2023-08-09,8,136,13,,2099.98,Paga
1500,2023-08-09,9,141,16,,1806.27,PAGO
1501,2023-08-09,1,104,3,,346.95,Paga
1502,2023-08-09,2,107,16,2.0,10129.84,Pago
1503,2023-08-09,1,103,1,,1377.29,PAGO
1504,2023-08-10,10,146,19,,3755.05,Paga
1505,2023-08-10,7,135,6,,2684.07,Pago
1506,2023-08-10,8,138,5,,3443.51,Pago
1507,2023-08-10,2,107,13,2.0,5076.5,Paga
1508,2023-08-10,1,103,15,,894.18,Paga
1509,2023-08-10,2,106,14,2.0,1867.45,PAGO
1510,2023-08-10,1,105,9,,3611.22,Paga
1511,2023-08-11,9,144,13,,454.37,Pago
1512,2023-08-11,9,142,7,,3645.14,Pago
1513,2023-08-11,8,140,19,,1618.6,Paga
1514,2023-08-11,7,131,13,,2326.73,Pago
1515,2023-08-11,1,103,1,,427.98,Pago
1516,2023-08-11,5,122,16,,1414.21,Pago
1517,2023-08-11,8,139,3,,1013.67,Pago
1518,2023-08-11,3,112,3,,3459.81,Pago
1519,2023-08-11,10,147,9,,1138.86,Paga
1520,2023-08-11,7,131,12,,3059.01,Pago
1521,2023-08-11,7,134,17,,2504.46,Pago
1522,2023-08-12,3,112,14,,2476.12,Paga
1523,2023-08-12,2,110,9,2.0,1976.4,Pago
1524,2023-08-12,8,138,16,,1353.29,PAGO
1525,2023-08-12,9,144,20,,1667.16,PAGO
1526,2023-08-13,8,138,3,,545.75,Paga
1527,2023-08-13,5,123,11,,3749.81,Paga
1528,2023-08-14,10,147,9,,1524.35,Paga
1529,2023-08-14,5,125,10,,1810.62,PAGO
1530,2023-08-14,4,118,6,,2907.96,PAGO
1531,2023-08-14,2,108,16,2.0,6334.11,PAGO
1532,2023-08-14,6,127,5,,1688.19,PAGO
1533,2023-08-14,5,125,1,,473.79,Pago
1534,2023-08-14,2,107,9,2.0,8245.53,Paga
1535,2023-08-14,9,145,20,,1797.87,Paga
1536,2023-08-15,8,139,2,,1670.16,Pago
1537,2023-08-15,1,101,14,,1253.95,PAGO
1538,2023-08-15,4,116,9,,3586.98,PAGO
1539,2023-08-15,5,124,18,,1114.59,Pago
1540,2023-08-15,6,127,13,,776.47,PAGO
1541,2023-08-15,4,120,9,,2541.93,Pago
1542,2023-08-16,2,106,8,2.0,3194.03,Pago
1543,2023-08-16,5,121,13,,212.04,PAGO
1544,2023-08-16,8,137,13,,1082.29,Pago
1545,2023-08-16,10,149,17,,287.5,Paga
1546,2023-08-16,6,128,12,,278.72,PAGO
1547,2023-08-16,3,111,7,,2483.62,PAGO
1548,2023-08-16,6,128,16,,1739.39,Pago
1549,2023-08-16,1,105,19,,1127.48,PAGO
1550,2023-08-16,6,128,14,,1647.69,Paga
1551,2023-08-16,5,123,8,,1068.52,Paga
1552,2023-08-16,10,150,8,,2476.6,Pago
1553,2023-08-16,2,107,5,2.0,1868.34,Pago
1554,2023-08-17,3,114,8,,1258.35,Pago
1555,2023-08-17,2,110,6,2.0,1317.6,PAGO
1556,2023-08-17,4,116,9,,3269.37,Pago
1557,2023-08-17,3,115,18,,671.72,Paga
1558,2023-08-17,3,112,1,,3190.25,Paga
1559,2023-08-17,9,145,5,,3600.39,Paga
1560,2023-08-17,4,120,4,,3370.26,PAGO
1561,,4,117,15,,2632.52,Pago
1562,2023-08-17,9,144,15,,2774.6,Paga
1563,2023-08-18,10,150,6,,2929.75,PAGO
1564,2023-08-18,9,144,10,,679.71,Pago
1565,2023-08-18,2,110,1,2.0,10053.59,Paga
1566,2023-08-18,4,119,5,,3145.27,Pago
1567,2023-08-18,5,124,13,,1129.07,Pago
1568,2023-08-18,8,139,5,,1611.96,Pago
1569,2023-08-18,2,108,10,2.0,4379.41,Paga
1570,2023-08-18,6,130,12,,2296.11,Pago
1571,2023-08-18,6,127,18,,1379.3,PAGO
1572,2023-08-18,5,121,11,,293.8,Pago
1573,2023-08-19,6,130,15,,1440.87,Paga
1574,2023-08-19,8,139,17,,3101.83,Pago
1575,2023-08-19,2,107,5,2.0,10321.21,PAGO
1576,2023-08-19,3,112,1,,554.12,Paga
1577,2023-08-20,4,119,19,,2363.32,Paga
1578,2023-08-20,5,122,3,,202.15,Pago
1579,2023-08-21,8,137,11,,3714.32,Paga
1580,2023-08-21,10,148,11,,3432.26,Paga
1581,2023-08-21,6,130,20,,791.27,PAGO
1582,2023-08-21,4,117,16,,3296.74,Paga
1583,2023-08-21,7,131,18,,3817.98,Paga
1584,2023-08-21,4,117,18,,3546.84,Pago
1585,2023-08-21,9,143,6,,1768.05,Paga
1586,2023-08-21,10,149,14,,3804.27,PAGO
1587,2023-08-22,7,132,16,,1774.05,Pago
1588,2023-08-22,8,139,6,,2436.01,Paga
1589,2023-08-22,6,127,1,,2472.33,PAGO
1590,2023-08-22,3,115,5,,1828.46,Pago
1591,2023-08-22,1,101,12,,1990.59,Pago
1592,2023-08-22,10,146,2,,353.63,Paga
1593,2023-08-22,10,146,16,,3321.43,Pago
1594,2023-08-22,2,108,15,2.0,7931.16,PAGO
1595,2023-08-22,10,148,10,,798.1,PAGO
1596,2023-08-22,1,104,17,,3438.19,PAGO
1597,2023-08-22,5,123,10,,2683.26,Paga
1598,2023-08-23,4,117,4,,1952.89,PAGO
1599,2023-08-23,3,111,11,,3993.26,Pago
1600,2023-08-23,10,147,18,,2930.83,Paga
1601,2023-08-23,10,148,13,,3762.26,Pago
1602,2023-08-23,4,118,16,,451.01,Pago
1603,2023-08-23,8,139,14,,3178.15,Paga
1604,2023-08-23,999,130,14,,3498.91,Pago
1605,2023-08-23,2,109,9,2.0,9413.91,Pago
1606,2023-08-23,4,117,12,,1787.91,Pago
1607,2023-08-23,6,126,17,,597.47,PAGO
1608,2023-08-24,9,144,2,,3580.43,PAGO
1609,2023-08-24,8,140,1,,2279.07,PAGO
1610,2023-08-24,7,135,20,,2582.76,Pago
1611,2023-08-24,10,147,2,,3707.74,PAGO
1612,2023-08-24,999,120,15,,1165.74,Paga
1613,2023-08-24,4,119,18,,208.55,Pago
1614,2023-08-24,7,131,20,,2106.66,PAGO
1615,2023-08-24,1,104,8,,3957.7,Pago
1616,2023-08-24,7,135,3,,2957.74,Pago
1617,2023-08-25,4,119,10,,278.63,Pago
1618,2023-08-25,5,124,10,,815.07,Paga
1619,2023-08-25,5,125,1,,2827.92,PAGO
1620,2023-08-25,4,116,4,,3158.93,Paga
1621,2023-08-25,9,145,12,,1968.13,Pago
1622,2023-08-25,2,108,20,2.0,3144.62,PAGO
1623,2023-08-25,2,106,12,2.0,2192.22,PAGO
1624,2023-08-25,1,103,7,,3443.32,Paga
1625,2023-08-25,3,112,8,,2560.09,Paga
1626,2023-08-25,8,140,2,,3129.19,Paga
1627,2023-08-26,4,116,14,,2369.57,Pago
1628,2023-08-26,1,103,4,,3475.63,Pago
1629,2023-08-26,10,147,20,,1999.03,PAGO
1630,2023-08-26,1,103,2,,1134.94,PAGO
1631,2023-08-27,3,113,17,,3299.63,Pago
1632,2023-08-27,6,126,11,,2093.49,PAGO
1633,2023-08-27,3,111,4,,3504.12,PAGO
1634,2023-08-28,6,128,2,,3575.95,Pago
1635,2023-08-28,5,123,18,,3397.58,PAGO
1636,2023-08-28,10,150,2,,1329.38,PAGO
1637,2023-08-28,5,124,19,,553.28,Paga
1638,2023-08-28,1,101,9,,3587.33,Pago
1639,2023-08-28,3,115,19,,3770.7,Pago
1640,2023-08-28,2,106,17,2.0,6870.74,Pago
1641,2023-08-28,4,119,7,,220.09,PAGO
1642,2023-08-28,8,140,17,,1104.06,Paga
1643,2023-08-29,6,127,20,,1737.18,PAGO
1644,2023-08-29,2,109,9,2.0,3753.08,Pago
1645,2023-08-29,3,115,2,,900.56,PAGO
1646,2023-08-29,4,117,9,,3030.54,PAGO
1647,2023-08-29,2,110,7,2.0,510.0,Pago
1648,2023-08-29,8,137,14,,758.55,PAGO
1649,2023-08-29,7,135,13,,2785.2,Paga
1650,2023-08-29,6,127,2,,3505.81,PAGO
1651,2023-08-29,5,121,15,,1846.51,Pago
1652,2023-08-30,4,119,1,,619.58,Paga
1653,2023-08-30,8,140,9,,448.12,Paga
1654,2023-08-30,8,139,8,,1224.63,Paga
1655,2023-08-30,8,139,12,,1031.72,PAGO
1656,2023-08-30,9,143,13,,2821.65,Paga
1657,2023-08-30,1,101,18,,2355.19,Pago
1658,2023-08-30,10,150,1,,3236.18,PAGO
1659,2023-08-30,3,111,16,,1444.03,PAGO
1660,2023-08-30,4,117,9,,612.17,Paga
1661,2023-08-31,7,135,8,,2347.82,Paga
1662,2023-08-31,6,126,8,,3459.63,Paga
1663,2023-08-31,7,135,2,,262.44,Pago
1664,2023-08-31,4,119,15,,1766.97,PAGO
1665,2023-08-31,3,112,19,,3004.49,Pago
1666,2023-08-31,7,131,11,,3967.0,PAGO
1667,2023-08-31,4,120,8,,651.36,Paga
1668,2023-08-31,1,104,16,,2818.19,PAGO
1669,2023-09-01,7,133,14,,580.36,PAGO
1670,2023-09-01,6,128,19,,3062.64,PAGO
1671,2023-09-01,1,103,7,,931.67,Pago
1672,2023-09-01,4,117,4,,1321.0,Pago
1673,2023-09-01,4,118,6,,2583.1,Paga
1674,2023-09-01,8,139,14,,228.97,Paga
1675,2023-09-01,2,106,6,,3104.79,Pago
1676,2023-09-01,5,125,19,,2912.14,PAGO
1677,2023-09-02,8,137,14,,3349.35,PAGO
1678,2023-09-02,3,115,1,,3379.42,Paga
1679,2023-09-02,4,119,5,,1323.03,PAGO
1680,2023-09-03,4,120,5,,3808.34,Pago
1681,2023-09-04,9,142,20,,2248.3,Pago
1682,2023-09-04,9,141,9,,1117.68,PAGO
1683,2023-09-04,6,130,5,,717.48,Pago
1684,2023-09-04,4,116,3,,2168.23,PAGO
1685,2023-09-04,6,129,1,,825.61,Paga
1686,2023-09-05,1,101,3,,517.81,Pago
1687,2023-09-05,4,119,2,,3821.74,Pago
1688,2023-09-05,10,146,17,,2933.06,Paga
1689,2023-09-05,5,123,18,,1191.06,Pago
1690,2023-09-05,8,138,20,,2066.33,Pago
1691,2023-09-06,6,129,1,,1981.72,PAGO
1692,2023-09-06,5,122,17,,1636.0,PAGO
1693,2023-09-06,3,114,8,,1635.34,Pago
1694,2023-09-06,6,128,2,,2713.03,Paga
1695,2023-09-06,9,141,20,,2575.06,Pago
1696,2023-09-07,10,148,17,,3188.79,Pago
1697,2023-09-07,3,112,9,,445.16,Paga
1698,2023-09-07,9,141,6,,3582.78,PAGO
1699,2023-09-07,9,144,17,,2094.1,Pago
1700,2023-09-07,2,109,10,,1217.64,Pago
1701,2023-09-07,3,115,1,,2371.4,PAGO
1702,2023-09-07,4,119,7,,3074.62,Pago
1703,2023-09-07,2,108,10,,3850.94,Paga
1704,2023-09-07,7,132,13,,1547.77,Paga
1705,2023-09-07,4,118,1,,1491.74,PAGO
1706,2023-09-07,2,109,17,,1633.63,Paga
1707,2023-09-07,9,141,17,,3133.74,PAGO
1708,2023-09-08,5,123,11,,2956.88,Pago
1709,2023-09-08,1,103,7,,2809.94,Pago
1710,2023-09-08,4,118,13,,938.45,PAGO
1711,2023-09-08,4,117,4,,3262.6,Pago
1712,2023-09-08,9,141,16,,2504.53,Pago
1713,2023-09-08,4,117,2,,1738.98,Paga
1714,2023-09-08,2,106,13,,3688.9,PAGO
1715,2023-09-09,8,140,6,,3461.84,PAGO
1716,2023-09-10,1,101,20,,2427.14,Paga
1717,2023-09-10,9,141,10,,1128.67,Paga
1718,2023-09-11,7,131,5,,3552.67,PAGO
1719,2023-09-11,1,101,19,,1382.67,Pago
1720,2023-09-11,5,121,1,,2249.07,Pago
1721,2023-09-11,10,147,7,,3074.78,Paga
1722,2023-09-11,10,150,3,,2122.24,Pago
1723,2023-09-11,2,108,18,,3748.36,PAGO
1724,2023-09-12,1,103,2,,2595.82,Paga
1725,2023-09-12,9,141,7,,642.75,Pago
1726,2023-09-12,1,105,1,,3562.76,Paga
1727,2023-09-12,7,132,6,,2802.65,Pago
1728,2023-09-12,4,118,14,,3610.48,Paga
1729,2023-09-12,10,146,20,,2044.47,Paga
1730,2023-09-12,4,120,18,,3359.29,Paga
1731,2023-09-12,1,105,18,,3943.56,Pago
1732,2023-09-12,9,142,2,,1748.34,Pago
1733,2023-09-12,2,108,19,,1915.83,PAGO
1734,2023-09-12,10,146,15,,3252.49,Paga
