id_orcamento,ano,mes,id_centro_custo,id_categoria,valor_orcado
892,2024,6,9,142,5944.21
893,2024,6,9,143,23149.46
894,2024,6,9,144,6312.06
895,2024,6,9,145,16417.44
896,2024,6,10,146,3599898.19
897,2024,6,10,147,81687.2
898,2024,6,10,148,110149.56
899,2024,6,10,149,218859.75
900,2024,6,10,150,50471.59
901,2024,7,1,101,10577.0
902,2024,7,1,102,10699.44
903,2024,7,1,103,2930.26
904,2024,7,1,104,3370.74
905,2024,7,1,105,29364.96
906,2024,7,2,106,13580.59
907,2024,7,2,107,58211.02
908,2024,7,2,108,148920.61
909,2024,7,2,109,29215.43
910,2024,7,2,110,17643.18
911,2024,7,3,111,47784.09
912,2024,7,3,112,74593.59
913,2024,7,3,113,7934.6
914,2024,7,3,114,56748.21
915,2024,7,3,115,1948.56
916,2024,7,4,116,2276.76
917,2024,7,4,117,56360.16
918,2024,7,4,118,16821.89
919,2024,7,4,119,40157.08
920,2024,7,4,120,39138.17
921,2024,7,5,121,14842.42
922,2024,7,5,122,17246.64
923,2024,7,5,123,39116.71
924,2024,7,5,124,8990.4
925,2024,7,5,125,34216.93
926,2024,7,6,126,2732.3
927,2024,7,6,127,127478.97
928,2024,7,6,128,137100.28
929,2024,7,6,129,81382.88
930,2024,7,6,130,9053.44
931,2024,7,7,131,62525.64
932,2024,7,7,132,2285.14
933,2024,7,7,133,12524.23
934,2024,7,7,134,16209.13
935,2024,7,7,135,50361.76
936,2024,7,8,136,25041.9
937,2024,7,8,137,50665.33
938,2024,7,8,138,26977.83
939,2024,7,8,139,13089.96
940,2024,7,8,140,11480.09
941,2024,7,9,141,3350.52
942,2024,7,9,142,6175.88
943,2024,7,9,143,26809.61
944,2024,7,9,144,8695.72
945,2024,7,9,145,14081.24
946,2024,7,10,146,162066.29
947,2024,7,10,147,69780.91
948,2024,7,10,148,92724.68
949,2024,7,10,149,171800.2
950,2024,7,10,150,56344.77
951,2024,8,1,101,11093.41
952,2024,8,1,102,10573.91
953,2024,8,1,103,2812.81
954,2024,8,1,104,4000.75
955,2024,8,1,105,29621.83
956,2024,8,2,106,15188.78
957,2024,8,2,107,139520.28
958,2024,8,2,108,191547.13
959,2024,8,2,109,30911.69
960,2024,8,2,110,16470.0
961,2024,8,3,111,61647.61
962,2024,8,3,112,71996.06
963,2024,8,3,113,7396.86
964,2024,8,3,114,37155.42
965,2024,8,3,115,2746.38
966,2024,8,4,116,2277.21
967,2024,8,4,117,49484.44
968,2024,8,4,118,22788.2
969,2024,8,4,119,31418.84
970,2024,8,4,120,42114.83
971,2024,8,5,121,13192.27
972,2024,8,5,122,15668.29
973,2024,8,5,123,24278.06
974,2024,8,5,124,14788.31
976,2024,8,6,126,2061.05
977,2024,8,6,127,130543.93
978,2024,8,6,128,94055.96
979,2024,8,6,129,49457.64
980,2024,8,6,130,13765.37
981,2024,8,7,131,72408.45
982,2024,8,7,132,2308.1
983,2024,8,7,133,8932.56
984,2024,8,7,134,17839.18
985,2024,8,7,135,45685.98
986,2024,8,8,136,25962.17
987,2024,8,8,137,34578.66
988,2024,8,8,138,28326.31
989,2024,8,8,139,12184.61
990,2024,8,8,140,9272.28
991,2024,8,9,141,3365.62
992,2024,8,9,142,6139.38
993,2024,8,9,143,22626.07
994,2024,8,9,144,7613.47
995,2024,8,9,145,16188.92
996,2024,8,10,146,136873.15
997,2024,8,10,147,70861.13
998,2024,8,10,148,141562.43
999,2024,8,10,149,198678.91
1000,2024,8,10,150,55557.92
1001,2024,9,1,101,12555.69
1002,2024,9,1,102,10331.55
1003,2024,9,1,103,2876.77
1004,2024,9,1,104,5213.91
1005,2024,9,1,105,26233.49
1006,2024,9,2,106,8335.02
1007,2024,9,2,107,68214.11
1008,2024,9,2,108,116497.43
1009,2024,9,2,109,23492.38
1010,2024,9,2,110,10316.64
1011,2024,9,3,111,48095.45
1012,2024,9,3,112,125285.34
1013,2024,9,3,113,6480.49
1014,2024,9,3,114,66020.91
1015,2024,9,3,115,2269.95
1016,2024,9,4,116,2342.59
1017,2024,9,4,117,47136.41
1018,2024,9,4,118,30528.25
1019,2024,9,4,119,31619.19
1020,2024,9,4,120,42293.58
1021,2024,9,5,121,17863.63
1022,2024,9,5,122,18065.24
1023,2024,9,5,123,28201.54
1024,2024,9,5,124,13631.22
1025,2024,9,5,125,32591.67
1026,2024,9,6,126,2351.14
1027,2024,9,6,127,5603.53
1028,2024,9,6,128,160804.16
1029,2024,9,6,129,50249.83
1030,2024,9,6,130,220566.1
1031,2024,9,7,131,74831.29
1032,2024,9,7,132,2304.14
1033,2024,9,7,133,13062.88
1034,2024,9,7,134,18498.6
1035,2024,9,7,135,73485.02
1036,2024,9,8,136,23805.23
1037,2024,9,8,137,31323.01
1038,2024,9,8,138,31094.04
1039,2024,9,8,139,17637.5
1040,2024,9,8,140,15913.85
1041,2024,9,9,141,3505.77
1042,2024,9,9,142,6088.65
1043,2024,9,9,143,22043.91
1044,2024,9,9,144,9270.76
1045,2024,9,9,145,16697.57
1046,2024,9,10,146,127442.83
1047,2024,9,10,147,82682.17
1048,2024,9,10,148,130323.45
1049,2024,9,10,149,208300.86
1050,2024,9,10,150,59698.26
1051,2024,10,1,101,16158.78
1052,2024,10,1,102,10265.21
1053,2024,10,1,103,2768.64
1054,2024,10,1,104,2905.52
1055,2024,10,1,105,41554.09
1056,2024,10,2,106,10455.56
1057,2024,10,2,107,56952.1
1058,2024,10,2,108,166339.7
1059,2024,10,2,109,25243.79
1060,2024,10,2,110,15291.19
1061,2024,10,3,111,36161.37
1062,2024,10,3,112,108892.12
1063,2024,10,3,113,7454.74
1064,2024,10,3,114,50390.58
1065,2024,10,3,115,2953.86
1066,2024,10,4,116,2194.19
1067,2024,10,4,117,59404.04
1068,2024,10,4,118,18299.27
1069,2024,10,4,119,29697.38
1070,2024,10,4,120,24839.56
1071,2024,10,5,121,15634.32
1072,2024,10,5,122,11666.13
1073,2024,10,5,123,20874.74
1074,2024,10,5,124,9607.95
1075,2024,10,5,125,34648.38
1076,2024,10,6,126,1686.48
1077,2024,10,6,127,5703.17
1078,2024,10,6,128,119421.45
1079,2024,10,6,129,44301.46
1080,2024,10,6,130,11350.26
1081,2024,10,7,131,85881.79
1082,2024,10,7,132,2269.02
1083,2024,10,7,133,13453.23
1084,2024,10,7,134,17704.88
1085,2024,10,7,135,45322.79
1086,2024,10,8,136,23741.57
1087,2024,10,8,137,51418.32
1088,2024,10,8,138,28458.85
1089,2024,10,8,139,19971.04
1090,2024,10,8,140,9621.35
1091,2024,10,9,141,3391.5
1092,2024,10,9,142,6110.66
1093,2024,10,9,143,23254.16
1094,2024,10,9,144,5374.34
1095,2024,10,9,145,12275.9
1096,2024,10,10,146,206773.17
1097,2024,10,10,147,74468.2
1098,2024,10,10,148,108581.42
1099,2024,10,10,149,282275.16
1100,2024,10,10,150,44719.15
1101,2024,11,1,101,11716.14
1102,2024,11,1,102,10485.58
1103,2024,11,1,103,2760.3
1104,2024,11,1,104,3866.74
1105,2024,11,1,105,28412.3
1106,2024,11,2,106,10595.62
1107,2024,11,2,107,102152.84
1108,2024,11,2,108,179009.53
1109,2024,11,2,109,38302.23
1110,2024,11,2,110,13927.8
1111,2024,11,3,111,47344.82
1112,2024,11,3,112,85979.77
1113,2024,11,3,113,8637.16
1114,2024,11,3,114,73079.82
1115,2024,11,3,115,2235.86
1116,2024,11,4,116,2179.16
1117,2024,11,4,117,47789.15
1118,2024,11,4,118,29679.31
1119,2024,11,4,119,42005.47
1120,2024,11,4,120,31747.12
1122,2024,11,5,122,16373.33
1123,2024,11,5,123,33871.44
1124,2024,11,5,124,10719.4
1125,2024,11,5,125,52108.15
1126,2024,11,6,126,1546.83
1127,2024,11,6,127,6030.7
1128,2024,11,6,128,156462.76
1129,2024,11,6,129,46682.06
1130,2024,11,6,130,11414.91
1131,2024,11,7,131,78917.39
1132,2024,11,7,132,2204.26
1133,2024,11,7,133,13003.15
1134,2024,11,7,134,13947.63
1135,2024,11,7,135,47967.38
1136,2024,11,8,136,23826.92
1137,2024,11,8,137,44972.8
1138,2024,11,8,138,31358.77
1139,2024,11,8,139,10405.68
1140,2024,11,8,140,15720.07
1141,2024,11,9,141,3334.87
1142,2024,11,9,142,6263.11
1143,2024,11,9,143,20809.35
1144,2024,11,9,144,9100.2
1145,2024,11,9,145,16967.8
1146,2024,11,10,146,202814.81
1147,2024,11,10,147,69902.9
1148,2024,11,10,148,142474.83
1149,2024,11,10,149,196476.67
1150,2024,11,10,150,79715.31
1151,2024,12,1,101,14990.49
1152,2024,12,1,102,10876.49
1153,2024,12,1,103,2776.84
1154,2024,12,1,104,4436.77
1155,2024,12,1,105,28668.66
1156,2024,12,2,106,8355.44
1157,2024,12,2,107,107671.81
1158,2024,12,2,108,176063.99
1159,2024,12,2,109,47183.03
1160,2024,12,2,110,14228.45
1161,2024,12,3,111,51798.78
1162,2024,12,3,112,68238.46
1163,2024,12,3,113,4969.53
1164,2024,12,3,114,66209.16
1165,2024,12,3,115,2862.34
1166,2024,12,4,116,2254.83
1167,2024,12,4,117,889397.92
1168,2024,12,4,118,22244.64
1169,2024,12,4,119,41205.95
1170,2024,12,4,120,26480.1
1171,2024,12,5,121,18416.23
1172,2024,12,5,122,11526.52
1173,2024,12,5,123,19865.62
1174,2024,12,5,124,10065.14
1175,2024,12,5,125,49963.01
1176,2024,12,6,126,1490.18
1177,2024,12,6,127,5823.77
1178,2024,12,6,128,144832.57
1180,2024,12,6,130,17886.38
1181,2024,12,7,131,79668.79
1182,2024,12,7,132,2353.84
1183,2024,12,7,133,10268.11
1184,2024,12,7,134,13726.42
1185,2024,12,7,135,43957.87
1186,2024,12,8,136,19310.79
1187,2024,12,8,137,34985.5
1188,2024,12,8,138,36013.74
1189,2024,12,8,139,14387.91
1190,2024,12,8,140,12220.42
1191,2024,12,9,141,3475.94
1192,2024,12,9,142,5923.14
1193,2024,12,9,143,22083.87
1194,2024,12,9,144,6638.36
1195,2024,12,9,145,13749.49
1196,2024,12,10,146,112544.13
1197,2024,12,10,147,68158.78
1198,2024,12,10,148,126892.71
1199,2024,12,10,149,175868.17
1200,2024,12,10,150,44464.67
